ref,damage_ref,path,gpkg_layer,asset_id_column,asset_type_column,asset_min_cost_column,asset_max_cost_column,asset_mean_cost_column,asset_reopen_cost_column,asset_cost_unit_column,asset_reopen_cost_unit_column,coastal_asset_damage_lookup_column,fluvial_asset_damage_lookup_column,surface_asset_damage_lookup_column,cyclone_asset_damage_lookup_column,single_failure_scenarios,base_id
coastal_protection_edges,coastal_protection_features_edges,coastal_infrastructure/Jamaica_coastal_protection_areas.gpkg,edges,id,asset_type,,,,,,,,,,,,1400000000
